split,file,leaf_idx,leaf_class_name,leaf_area,lesion_area,lesion_count,severity_pct,bbox_x1,bbox_y1,bbox_x2,bbox_y2
train,00016_frog_eye_leaf_spot_jpg.rf.819888c4ebcb5ad36404f7f6358bebf1.jpg,0,frog-eye-leaf-spot,3457203.0,9760.5,1,0.2823236008993397,825.0,569.0,3338.0,2517.0
train,00017_frog_eye_leaf_spot_jpg.rf.dd4b23a0492e872557b6452af66cb7d9.jpg,0,frog-eye-leaf-spot,3426628.0,34830.0,3,1.0164511583982854,548.0,506.0,3978.0,2461.0
train,00018_frog_eye_leaf_spot_jpg.rf.1de11ffc3c9e8f0c17b3a15035404f72.jpg,0,frog-eye-leaf-spot,2156120.502499938,6909.5,1,0.32045982550551805,1779.0,878.0,3944.0,2453.0
train,00019_frog_eye_leaf_spot_jpg.rf.bc554f9404951ab91f50a05b4af42c13.jpg,0,frog-eye-leaf-spot,3827388.25,118335.16849999875,10,3.09179944051923,251.0,535.0,3036.0,2308.0
train,00020_frog_eye_leaf_spot_jpg.rf.d34be1c4f7d78c5b153683ad29ed4b09.jpg,0,frog-eye-leaf-spot,5271097.171499968,75709.5,25,1.4363138742603707,419.0,111.0,3596.0,2423.0
train,00021_frog_eye_leaf_spot_jpg.rf.55459879607cf35786b670c190e2756e.jpg,0,frog-eye-leaf-spot,3886178.399999976,54684.5,2,1.4071536190927398,766.0,638.0,3726.0,2534.0
train,00022_frog_eye_leaf_spot_jpg.rf.d5c4c64b8445169e44b53a5713cfde33.jpg,0,frog-eye-leaf-spot,2841899.664499998,69147.0,1,2.4331260129891206,97.0,881.0,2868.0,2422.0
train,00023_frog_eye_leaf_spot_jpg.rf.243b71685cb4e37133acf716e0bec103.jpg,0,frog-eye-leaf-spot,4385030.666000009,78643.5,8,1.7934538202839525,76.0,8.0,3000.0,2311.0
train,00024_frog_eye_leaf_spot_jpg.rf.567ced8328567c31d5c3438bfac92d5c.jpg,0,frog-eye-leaf-spot,1779346.0,59676.0,2,3.353816514607052,534.0,726.0,2335.0,2006.0
train,00025_frog_eye_leaf_spot_jpg.rf.805f4eea86d3edc7cbf4ffe44b261bc5.jpg,0,frog-eye-leaf-spot,6511784.599999994,21292.5,1,0.32698409588056737,72.0,177.0,3985.0,2629.0
train,00026_frog_eye_leaf_spot_jpg.rf.dd9aceb3c783e0794e50e24ce8590b3e.jpg,0,frog-eye-leaf-spot,3095315.5211080015,38230.0,11,1.2350921816951042,951.0,416.0,3268.0,2267.0
train,00027_frog_eye_leaf_spot_jpg.rf.b449b9104c34b514300bac659acfb38e.jpg,0,frog-eye-leaf-spot,3198853.0,6688.0,1,0.20907494029891338,477.0,520.0,3251.0,2120.0
train,00028_frog_eye_leaf_spot_jpg.rf.8b351158640fe11478cbd835c44d7abb.jpg,0,frog-eye-leaf-spot,2173894.5795000196,10604.5,1,0.4878111431897935,712.0,743.9999999999999,2726.0,2300.0
train,00029_frog_eye_leaf_spot_jpg.rf.d5a6161a1799f12a1c8ae8dfb20b55d7.jpg,0,frog-eye-leaf-spot,2090832.5,20523.5,1,0.981594651891053,1141.0,506.0,2779.0,2201.0
train,00030_frog_eye_leaf_spot_jpg.rf.3831fe7523dda115e51ac1b999b0ef91.jpg,0,frog-eye-leaf-spot,7918065.0,186559.66449999996,20,2.356126964100446,404.0,0.0,3999.0,2663.0
train,00031_frog_eye_leaf_spot_jpg.rf.a55e462e91cd811712b354522319f115.jpg,0,frog-eye-leaf-spot,3033928.502999991,232813.1640000008,9,7.673653606859617,809.0,295.0,2978.0,2255.0
train,00032_frog_eye_leaf_spot_jpg.rf.68c81156688bd6ced7b0ef941e2c46fd.jpg,0,frog-eye-leaf-spot,5659361.844999999,17315.0,2,0.30595322360060195,0.0,0.0,3679.0,1958.0
train,00033_frog_eye_leaf_spot_jpg.rf.cddea9469bc92f958e4d451d3913b053.jpg,0,frog-eye-leaf-spot,2032244.997999996,36415.0,1,1.7918607272173035,863.0,396.0,2787.0,1965.0000000000002
train,00034_frog_eye_leaf_spot_jpg.rf.cbaa99bbd414e671a89a925eb2cc7f54.jpg,0,frog-eye-leaf-spot,5020315.764618993,25508.5,4,0.508105489693952,293.0,422.0,3899.0,2400.0
train,00035_frog_eye_leaf_spot_jpg.rf.c6645dc5dd6972523e883614d63b776b.jpg,0,frog-eye-leaf-spot,3514902.8180000186,25003.0,2,0.7113425689028501,0.0,480.0,3036.0,2140.0
train,00035_frog_eye_leaf_spot_jpg.rf.c6645dc5dd6972523e883614d63b776b.jpg,1,frog-eye-leaf-spot,621982.875,82947.25,1,13.335937906650566,0.0,0.0,1183.0,859.0
train,00036_frog_eye_leaf_spot_jpg.rf.91d8c756c84f443626f2fc43e23ae71a.jpg,0,frog-eye-leaf-spot,1186442.75,43689.5,4,3.6823942832471266,1209.0,308.0,2505.0,1798.0000000000002
train,00037_frog_eye_leaf_spot_jpg.rf.e5a95801b20f558bf1778b70ff37ccea.jpg,0,frog-eye-leaf-spot,3314340.463500023,0.0,0,0.0,743.0,463.00000000000006,3500.0,2211.0
train,00037_frog_eye_leaf_spot_jpg.rf.e5a95801b20f558bf1778b70ff37ccea.jpg,1,frog-eye-leaf-spot,60403.0,0.0,0,0.0,1443.0,752.0,1873.0,982.0000000000001
train,00038_frog_eye_leaf_spot_jpg.rf.7df2b85c4b4a8d95288a0fd381bb28ad.jpg,0,frog-eye-leaf-spot,2371826.9235000014,1435.5,1,0.06052296589507026,50.0,321.0,1727.0,2557.0
train,00038_frog_eye_leaf_spot_jpg.rf.7df2b85c4b4a8d95288a0fd381bb28ad.jpg,1,frog-eye-leaf-spot,3858963.435147524,28381.5,3,0.7354695237975223,1149.0,0.0,3420.0,2200.0
train,00039_frog_eye_leaf_spot_jpg.rf.f3df891535935ddfff5d052e397bcb75.jpg,0,frog-eye-leaf-spot,2661284.5,16306.5,1,0.6127304314890046,1407.0,684.0,3999.0,2386.0
train,00040_frog_eye_leaf_spot_jpg.rf.e148a0775d1e048c8cafb0726ea1c4ca.jpg,0,frog-eye-leaf-spot,2063928.5,16029.5,5,0.7766499663142401,1302.0,285.0,3350.0,2183.0
train,00040_frog_eye_leaf_spot_jpg.rf.e148a0775d1e048c8cafb0726ea1c4ca.jpg,1,frog-eye-leaf-spot,1140885.500500001,11913.5,4,1.0442327468250605,570.0,0.0,1718.0,1898.0
train,00041_frog_eye_leaf_spot_jpg.rf.6d6ce1d4bafb61faecb1b014b89441e0.jpg,0,frog-eye-leaf-spot,4066435.0,9182.5,1,0.2258120442107153,815.0,189.0,3680.0,2214.0
train,00042_frog_eye_leaf_spot_jpg.rf.0c1b76407c6e797e518790843cb0c2d4.jpg,0,frog-eye-leaf-spot,5215904.0,66022.0,5,1.2657824990644,329.0,157.0,3773.0,2585.0
train,00043_frog_eye_leaf_spot_jpg.rf.d4eca69afc448048f734ae96572aab40.jpg,0,frog-eye-leaf-spot,4206394.5,86025.0,4,2.045100620020305,411.0,447.0,3277.0,2392.0
train,00044_frog_eye_leaf_spot_jpg.rf.db630e7e801b4cf10855db6e502718b1.jpg,0,frog-eye-leaf-spot,5381754.5,12920.0,5,0.24007040826555726,438.0,9.0,3234.0,2664.0
train,00045_frog_eye_leaf_spot_jpg.rf.d2a187c3fe3a8f1b05bd4ab4b76ddf45.jpg,0,frog-eye-leaf-spot,1322561.0,24856.0,4,1.8793840132893682,871.0,509.0,2668.0,1538.0
train,00045_frog_eye_leaf_spot_jpg.rf.d2a187c3fe3a8f1b05bd4ab4b76ddf45.jpg,1,frog-eye-leaf-spot,946399.0,4150.5,1,0.4385570990670954,2669.0,104.0,3960.0,1252.0
train,00046_frog_eye_leaf_spot_jpg.rf.961095af844d805779cab639b3bbb295.jpg,0,frog-eye-leaf-spot,5748938.543499947,75151.0,4,1.307215226452015,253.0,116.0,3698.0,2493.0
train,00047_frog_eye_leaf_spot_jpg.rf.fbfa707ada8892d9674d26b4501f6f2f.jpg,0,frog-eye-leaf-spot,2363636.25,44276.0,8,1.873215474673821,1324.0,460.0,3029.0,2416.0
train,00048_frog_eye_leaf_spot_jpg.rf.0f0d8ce76f72bcacb7ecd57aab00f007.jpg,0,frog-eye-leaf-spot,4769239.5,14911.0,6,0.3126494276498381,424.0,279.0,3542.0,2271.0
train,00048_frog_eye_leaf_spot_jpg.rf.0f0d8ce76f72bcacb7ecd57aab00f007.jpg,1,frog-eye-leaf-spot,1031830.5,65838.5,7,6.380747613101183,0.0,1094.0,1801.0,2671.0
train,00048_frog_eye_leaf_spot_jpg.rf.0f0d8ce76f72bcacb7ecd57aab00f007.jpg,2,frog-eye-leaf-spot,628367.5,4080.5,3,0.6493811344475964,2527.0,0.0,3999.0,661.0
train,00048_frog_eye_leaf_spot_jpg.rf.0f0d8ce76f72bcacb7ecd57aab00f007.jpg,3,frog-eye-leaf-spot,801978.0,9205.5,3,1.1478494422540269,0.0,0.0,2188.0,624.0
train,00049_frog_eye_leaf_spot_jpg.rf.d344e0ff44f22644a3ec6bed055c1e8a.jpg,0,frog-eye-leaf-spot,3869791.5,4347.5,1,0.11234455396369546,627.0,8.0,3837.0,1880.0000000000002
train,00050_frog_eye_leaf_spot_jpg.rf.9ea86585758ad677ac10c90d2764412c.jpg,0,frog-eye-leaf-spot,3307377.75,53333.5,8,1.6125614922577258,501.0,603.0,3999.0,2340.0
train,00051_frog_eye_leaf_spot_jpg.rf.6770c4745a8ec47886d809b3463b85cd.jpg,0,frog-eye-leaf-spot,1998827.5,21049.5,5,1.0530923754050812,847.0,434.0,2554.0,2353.0
train,00052_frog_eye_leaf_spot_jpg.rf.c34d5f5c2377d1f6b43db6137bb89a19.jpg,0,frog-eye-leaf-spot,4088964.0,20872.0,1,0.5104471450470095,1004.9999999999999,481.0,3963.0,2563.0
train,00053_frog_eye_leaf_spot_jpg.rf.5f86df4397b0d22b03bf91ad4c126b24.jpg,0,frog-eye-leaf-spot,5466194.5,65211.5,26,1.1929963341041012,38.0,274.0,3339.0,2500.0
train,00053_frog_eye_leaf_spot_jpg.rf.5f86df4397b0d22b03bf91ad4c126b24.jpg,1,frog-eye-leaf-spot,303083.5,7671.5,3,2.531150656502251,302.0,0.0,1000.9999999999999,632.0
train,00054_frog_eye_leaf_spot_jpg.rf.ce429d41880f1851c1d63b769cc816db.jpg,0,frog-eye-leaf-spot,3891081.0,42601.5,8,1.094849991557616,164.0,549.0,3311.0,2377.0
train,00055_frog_eye_leaf_spot_jpg.rf.b329d026642a3940bd0639408bbf7fdf.jpg,0,frog-eye-leaf-spot,4989400.0,9777.0,1,0.19595542550206438,623.0,135.0,3656.0,2396.0
train,00056_frog_eye_leaf_spot_jpg.rf.988c7f0d2dd4d47d0a18325f45c6f647.jpg,0,frog-eye-leaf-spot,4998893.5,227630.49999999907,9,4.553617715600444,405.0,176.00000000000003,3619.0,2387.0
train,00057_frog_eye_leaf_spot_jpg.rf.7e9d9d3a37179c5d094e7f4a4cf97ca5.jpg,0,frog-eye-leaf-spot,3051780.5,11668.75,3,0.382358757453231,381.0,896.0,3858.0,2365.0
train,00058_frog_eye_leaf_spot_jpg.rf.ae2cae5fec88ce8286b38f0fe5caf8f8.jpg,0,frog-eye-leaf-spot,5149005.5,79213.25,12,1.5384184382790036,544.0,0.0,3297.0,2596.0
train,00058_frog_eye_leaf_spot_jpg.rf.ae2cae5fec88ce8286b38f0fe5caf8f8.jpg,1,frog-eye-leaf-spot,707105.5,16256.0,2,2.298949732394954,804.0,2084.0,2927.0,2671.0
train,00059_frog_eye_leaf_spot_jpg.rf.42d0e9da5dbf368820b2124ac6ed37eb.jpg,0,frog-eye-leaf-spot,6009991.5,69031.25,9,1.148608113672041,549.0,6.0,3479.0,2606.0
train,00060_frog_eye_leaf_spot_jpg.rf.624423d66fbde787aaf71a77d8159664.jpg,0,frog-eye-leaf-spot,4984383.0,6901.5,1,0.13846247369032436,447.0,202.0,3461.0,2558.0
train,00062_frog_eye_leaf_spot_jpg.rf.b669409a1c54daa6d78b9d5daebfa728.jpg,0,frog-eye-leaf-spot,2666009.5,66950.50049999915,4,2.5112626380363294,339.0,327.0,2537.0,1914.0
train,00063_frog_eye_leaf_spot_jpg.rf.4ddedd4dd35a58f018de5dee3611a1ca.jpg,0,frog-eye-leaf-spot,5566101.5,201203.000500001,17,3.6147921574912174,709.0,0.0,3445.0,2625.0
train,00064_frog_eye_leaf_spot_jpg.rf.9613b9fca76bba57a24987e56fcf2333.jpg,0,frog-eye-leaf-spot,3722191.0,36947.5,9,0.9926277292057286,854.0,277.0,3629.0,2155.0
train,00065_frog_eye_leaf_spot_jpg.rf.e33e00b76a2ea3d10e96aa735fc7df33.jpg,0,frog-eye-leaf-spot,4734107.0,44275.99949999992,9,0.9352555719589759,0.0,334.0,3682.0,2374.0
train,00065_frog_eye_leaf_spot_jpg.rf.e33e00b76a2ea3d10e96aa735fc7df33.jpg,1,frog-eye-leaf-spot,5555.5,0.0,0,0.0,3449.0,1243.0,3553.0,1314.0
train,00066_frog_eye_leaf_spot_jpg.rf.f773b7182007a18ba6edf46d419bbeab.jpg,0,frog-eye-leaf-spot,4490089.5,69319.91600000113,9,1.5438426338717999,473.0,275.0,3398.0,2336.0
train,00066_frog_eye_leaf_spot_jpg.rf.f773b7182007a18ba6edf46d419bbeab.jpg,1,frog-eye-leaf-spot,437349.5,5463.166499999352,1,1.2491534802256208,0.0,448.0,692.0,1374.0
train,00066_frog_eye_leaf_spot_jpg.rf.f773b7182007a18ba6edf46d419bbeab.jpg,2,frog-eye-leaf-spot,380844.0,38106.5,7,10.005802900925314,0.0,0.0,768.0,664.0
train,00066_frog_eye_leaf_spot_jpg.rf.f773b7182007a18ba6edf46d419bbeab.jpg,3,frog-eye-leaf-spot,132633.5,4423.0,1,3.3347532863115275,0.0,2346.0,604.0,2671.0
train,00066_frog_eye_leaf_spot_jpg.rf.f773b7182007a18ba6edf46d419bbeab.jpg,4,frog-eye-leaf-spot,284808.5,5599.5,1,1.9660578950417562,3417.0,2069.0,3999.0,2671.0
train,00067_frog_eye_leaf_spot_jpg.rf.585196ebedb33ef7981704bd48325894.jpg,0,frog-eye-leaf-spot,4375119.5,13917.5,1,0.31810559688712503,575.0,279.0,3257.0,2612.0
train,00067_frog_eye_leaf_spot_jpg.rf.585196ebedb33ef7981704bd48325894.jpg,1,frog-eye-leaf-spot,178834.0,8467.5,3,4.734837894360133,1872.0,0.0,2788.0,364.0
train,00068_frog_eye_leaf_spot_jpg.rf.d1619f8479c3198dceba7aec2f47a2f4.jpg,0,frog-eye-leaf-spot,3539916.5,65735.66700000037,5,1.8569835474932916,576.0,132.0,2661.0,2352.0
train,00069_frog_eye_leaf_spot_jpg.rf.13a978ecc39de431304013fdb3a2c8e0.jpg,0,frog-eye-leaf-spot,4591659.5,20334.0,3,0.4428464262212823,413.0,87.0,3406.0,2297.0
train,00070_frog_eye_leaf_spot_jpg.rf.5156434754bbb971793958b7f7f6ff28.jpg,0,frog-eye-leaf-spot,3432065.5,45680.5,4,1.3309914976855775,1124.0,152.0,3157.0,2480.0
train,00070_frog_eye_leaf_spot_jpg.rf.5156434754bbb971793958b7f7f6ff28.jpg,1,frog-eye-leaf-spot,2253578.0,34202.0,3,1.5176754476658896,0.0,672.0,1340.0,2665.0
train,00070_frog_eye_leaf_spot_jpg.rf.5156434754bbb971793958b7f7f6ff28.jpg,2,frog-eye-leaf-spot,232558.0,13881.0,1,5.9688335813001485,1668.0,0.0,2624.0,354.0
train,00071_frog_eye_leaf_spot_jpg.rf.c3c710658d0f0ed2ddf0c502ea045fa2.jpg,0,frog-eye-leaf-spot,3155333.5,91019.8665000014,4,2.8846353800636733,363.0,373.00000000000006,2897.0,2097.0
train,00072_frog_eye_leaf_spot_jpg.rf.845fd38a339083fe26362fcedd4638cf.jpg,0,frog-eye-leaf-spot,2325062.8330000043,74971.0,5,3.224471998602537,1254.0,378.99999999999994,3085.0,2260.0
train,00072_frog_eye_leaf_spot_jpg.rf.845fd38a339083fe26362fcedd4638cf.jpg,1,frog-eye-leaf-spot,319058.5,7311.0,1,2.291429314686805,0.0,2000.0,724.0,2671.0
train,00073_frog_eye_leaf_spot_jpg.rf.59c6af4bd38cb58aa68cf6a861d59a22.jpg,0,frog-eye-leaf-spot,4036601.0,59456.5,11,1.47293477854264,771.0,169.00000000000003,3117.0,2426.0
train,00073_frog_eye_leaf_spot_jpg.rf.59c6af4bd38cb58aa68cf6a861d59a22.jpg,1,frog-eye-leaf-spot,1387443.3330000043,6906.5,2,0.49778609588806744,0.0,109.0,910.0,2073.0
train,00073_frog_eye_leaf_spot_jpg.rf.59c6af4bd38cb58aa68cf6a861d59a22.jpg,2,frog-eye-leaf-spot,651222.0,9299.5,2,1.428007653304096,138.0,1826.0000000000002,1297.0,2671.0
train,00074_frog_eye_leaf_spot_jpg.rf.bfdc1a3f4cba76aa9e6836cc2cffbb38.jpg,0,frog-eye-leaf-spot,4278872.5,78496.25,14,1.834507805502501,0.0,345.00000000000006,3466.0,2228.0
train,00075_frog_eye_leaf_spot_jpg.rf.8aa65a42897db69b6f3ee444be208ab8.jpg,0,frog-eye-leaf-spot,5363571.0,16548.5,4,0.3085351158770901,0.0,0.0,3751.0,1919.0
train,00076_frog_eye_leaf_spot_jpg.rf.1835458d7df00fedeb98dc2b39e3e529.jpg,0,frog-eye-leaf-spot,2877789.0,42695.0,12,1.4836042531262716,809.0,628.0,3528.0,2459.0
train,00077_frog_eye_leaf_spot_jpg.rf.427346a5448823481b8b51bc7bbe6d0e.jpg,0,frog-eye-leaf-spot,4993132.5,8381.0,1,0.16785054272042652,473.0,429.0,3999.0,2529.0
train,00078_frog_eye_leaf_spot_jpg.rf.bff8b9bf0730539b2e7440eef55631cf.jpg,0,frog-eye-leaf-spot,4278887.5,42312.0,2,0.9888551638714502,913.0,184.0,3802.0,2203.0
train,00079_frog_eye_leaf_spot_jpg.rf.bb77783b89958fc11559d7d2b3dd9e3a.jpg,0,frog-eye-leaf-spot,5508799.0,28112.0,7,0.5103108681220716,497.0,272.0,3999.0,2318.0
train,00080_frog_eye_leaf_spot_jpg.rf.a170c3e5d301beefef13d21de9ca1850.jpg,0,frog-eye-leaf-spot,6970963.5,57905.125,6,0.8306617155576844,440.0,0.0,3860.0,2604.0
train,00081_frog_eye_leaf_spot_jpg.rf.f993e498aa95a26b3008c0b2e7f4f7ce.jpg,0,frog-eye-leaf-spot,5603957.0,160564.91649998724,13,2.8652060767059284,328.0,431.0,3869.0,2611.0
train,00082_frog_eye_leaf_spot_jpg.rf.bedd61667066951f9aa985b86b7afd3c.jpg,0,frog-eye-leaf-spot,2757785.0,38221.5,4,1.3859492309951646,633.0,214.00000000000003,2440.0,2358.0
train,00083_frog_eye_leaf_spot_jpg.rf.94518484dc3be1f8873263f25f775ce6.jpg,0,frog-eye-leaf-spot,1604465.0004999936,36036.0,1,2.2459823049284484,912.0,637.0,2898.0,1957.0
train,00084_frog_eye_leaf_spot_jpg.rf.ec17053340b735cd948bc1a07edc431f.jpg,0,frog-eye-leaf-spot,3937903.5,9473.5,1,0.24057217247705537,372.0,159.0,2873.0,2272.0
train,00085_frog_eye_leaf_spot_jpg.rf.9632de05fc5b4c442b27b25f646417be.jpg,0,frog-eye-leaf-spot,1862839.5,103780.25,27,5.5710784530819755,1191.0,311.0,2828.0,1949.0
train,00085_frog_eye_leaf_spot_jpg.rf.9632de05fc5b4c442b27b25f646417be.jpg,1,frog-eye-leaf-spot,357431.25,11138.0,1,3.116123730087954,2197.0,1402.0,3341.0,2090.0
train,00085_frog_eye_leaf_spot_jpg.rf.9632de05fc5b4c442b27b25f646417be.jpg,2,frog-eye-leaf-spot,799647.0,7505.5,3,0.9386016579815843,3036.0,0.0,3999.0,938.9999999999999
train,00086_frog_eye_leaf_spot_jpg.rf.c63af056af5eb17f450d5f679b34728e.jpg,0,frog-eye-leaf-spot,4069600.0,38302.0,8,0.9411735797129939,676.0,199.0,3253.0,2423.0
train,00087_frog_eye_leaf_spot_jpg.rf.6a30f8954313762bcd1ff053f5f780d1.jpg,0,frog-eye-leaf-spot,3786742.0,38216.99949999992,6,1.0092316693347452,649.0,271.0,3367.0,2276.0
train,00088_frog_eye_leaf_spot_jpg.rf.e4c2f4753b82a406db64ca0b49f48391.jpg,0,frog-eye-leaf-spot,5504927.5,35831.0,1,0.6508895893724305,131.0,59.0,3100.0,2665.0
train,00089_frog_eye_leaf_spot_jpg.rf.ae095c32a32a76a997ec5c9561f76497.jpg,0,frog-eye-leaf-spot,3214246.5,30482.0,5,0.9483404586424843,1111.0,249.00000000000003,3186.0,2322.0
train,00089_frog_eye_leaf_spot_jpg.rf.ae095c32a32a76a997ec5c9561f76497.jpg,1,frog-eye-leaf-spot,421839.0,4954.0,1,1.1743816953861543,3142.0,1952.0,3999.0,2671.0
train,00090_frog_eye_leaf_spot_jpg.rf.a2f28017993cd0c93b14ee776368c813.jpg,0,frog-eye-leaf-spot,5077625.5,9361.5,1,0.1843676734331825,275.0,160.0,3616.0,2564.0
train,00091_frog_eye_leaf_spot_jpg.rf.66ebc5db3ee13206dc97ae0362b08198.jpg,0,frog-eye-leaf-spot,6775454.5,13390.333000000566,3,0.19763003352764846,811.0,7.0,3999.0,2664.0
train,00092_frog_eye_leaf_spot_jpg.rf.24bfd8b4cadf840df1b5a04367636c2b.jpg,0,frog-eye-leaf-spot,4869383.5,148178.41750000045,11,3.0430632029701594,0.0,710.0,3821.0,2540.0
train,00093_frog_eye_leaf_spot_jpg.rf.f3936afe3ecb5143b8462c435e869dc8.jpg,0,frog-eye-leaf-spot,4903154.0,26921.833999998868,7,0.5490717607482626,296.0,413.0,3229.0,2517.0
train,00094_frog_eye_leaf_spot_jpg.rf.b8c88ad4c5e84b16fbb1a8ad229c6f76.jpg,0,frog-eye-leaf-spot,4640134.5,75846.0,16,1.6345646877261855,225.0,97.0,3057.0,2459.0
train,00095_frog_eye_leaf_spot_jpg.rf.7e53eca5bb71e7413d3a6f32e305f6fd.jpg,0,frog-eye-leaf-spot,4514475.5,34466.75,2,0.7634718584694944,181.0,272.0,3078.0,2277.0
train,00096_frog_eye_leaf_spot_jpg.rf.fe3a6ef71f5c45723dd399dcb145b802.jpg,0,frog-eye-leaf-spot,3447293.0,81523.0009999983,11,2.364841079652884,699.0,503.99999999999994,2968.0,2515.0
train,00096_frog_eye_leaf_spot_jpg.rf.fe3a6ef71f5c45723dd399dcb145b802.jpg,1,frog-eye-leaf-spot,1051664.4995000064,59440.91649999842,7,5.652079777177841,0.0,1317.0,955.0,2665.0
train,00097_frog_eye_leaf_spot_jpg.rf.8b7c391cba4beab9fff4eaf546bbf0d1.jpg,0,frog-eye-leaf-spot,3276891.0,23064.5,3,0.7038531339614287,19.0,516.0,3310.0,2176.0
train,00097_frog_eye_leaf_spot_jpg.rf.8b7c391cba4beab9fff4eaf546bbf0d1.jpg,1,frog-eye-leaf-spot,297701.0,13306.5,2,4.469753208756437,0.0,0.0,1313.0,417.0
train,00098_frog_eye_leaf_spot_jpg.rf.3a76c80de661d0730ef25ab3846cc46d.jpg,0,frog-eye-leaf-spot,3425035.5,10726.0,1,0.3131646372716429,1390.0,506.0,3962.0,2420.0
train,00099_frog_eye_leaf_spot_jpg.rf.1d1565c579a190a0e36a586bf89ac2c1.jpg,0,frog-eye-leaf-spot,5559579.0,99465.25,8,1.7890788133418016,193.0,5.0,3212.0,2506.0
train,00100_frog_eye_leaf_spot_jpg.rf.436bd91c1874c12deece4745cd90a87d.jpg,0,frog-eye-leaf-spot,3796615.5,10042.0,2,0.2644987357819089,0.0,367.0,3381.0,2322.0
train,00101_frog_eye_leaf_spot_jpg.rf.6250f323f690e2e603e267c03f3cde88.jpg,0,frog-eye-leaf-spot,3612223.0,19326.5,2,0.5350306445643029,1332.0,256.0,3999.0,2282.0
train,00101_frog_eye_leaf_spot_jpg.rf.6250f323f690e2e603e267c03f3cde88.jpg,1,frog-eye-leaf-spot,1337615.5,8788.0,1,0.6569899945088854,949.0,1404.9999999999998,2749.0,2665.0
